# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Mar 19 12:50:06 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia DR2 + Tycho2 + 2MASS (all Vegamags, Gaia passbands from Weiler 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag  B_Tmag  V_Tmag  Jmag    Hmag    Ksmag
0.01471 0.00000 6.60206 0.7731431127 2.4089555740    0.773 -0.303  3.6254  4.082    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.56e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.526 5.818 6.563 6.605 4.982 7.914 6.506 3.920 3.218 3.095
0.01471 0.00000 6.60206 0.8000000119 2.4187245369    0.800 -0.278  3.6285  4.085    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.81e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.464 5.738 6.469 6.511 4.912 7.809 6.412 3.866 3.170 3.050
0.01471 0.00000 6.60206 0.8343375921 2.4301671982    0.834 -0.249  3.6323  4.090    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.08e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.394 5.647 6.361 6.403 4.832 7.686 6.303 3.804 3.117 3.000
0.01471 0.00000 6.60206 0.8500000238 2.4350347519    0.850 -0.235  3.6340  4.091    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.24e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.359 5.603 6.309 6.351 4.793 7.627 6.251 3.774 3.090 2.975
0.01471 0.00000 6.60206 0.8787093163 2.4434411526    0.878 -0.210  3.6372  4.093    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.52e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.296 5.523 6.216 6.257 4.723 7.519 6.157 3.720 3.043 2.931
0.01471 0.00000 6.60206 0.8999999762 2.4492788315    0.899 -0.191  3.6395  4.093    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.76e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.248 5.463 6.145 6.187 4.669 7.438 6.087 3.678 3.007 2.896
0.01471 0.00000 6.60206 0.9249378443 2.4557247162    0.924 -0.172  3.6421  4.096    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.97e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.200 5.402 6.074 6.114 4.616 7.353 6.014 3.637 2.973 2.865
0.01471 0.00000 6.60206 0.9499999881 2.4618122578    0.950 -0.153  3.6447  4.099    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.21e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.152 5.340 6.001 6.041 4.562 7.265 5.940 3.596 2.940 2.833
0.01471 0.00000 6.60206 0.9614301324 2.4644677639    0.961 -0.144  3.6459  4.100    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.32e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.129 5.312 5.967 6.008 4.537 7.225 5.907 3.577 2.924 2.819
0.01471 0.00000 6.60206 1.0000000000 2.4729156494    1.000 -0.110  3.6501  4.101    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -8.8e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.046 5.207 5.845 5.886 4.444 7.080 5.783 3.505 2.865 2.763
