# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Fri Mar 19 12:56:02 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia DR2 + Tycho2 + 2MASS (all Vegamags, Gaia passbands from Weiler 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag  B_Tmag  V_Tmag  Jmag    Hmag    Ksmag
0.01471 0.00000 7.17609 0.5362416506 2.2719304562    0.536 -1.042  3.5303  4.282    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 7.374 8.241 9.557 9.592 7.113 10.973 9.504 5.516 4.867 4.637
0.01471 0.00000 7.17609 0.5500000119 2.2836582661    0.550 -1.026  3.5323  4.285    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 7.334 8.187 9.489 9.524 7.065 10.904 9.436 5.481 4.830 4.601
0.01471 0.00000 7.17609 0.5788614154 2.3061904907    0.579 -0.991  3.5372  4.293    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 7.248 8.068 9.334 9.370 6.960 10.749 9.281 5.408 4.751 4.526
0.01471 0.00000 7.17609 0.6000000238 2.3211214542    0.600 -0.965  3.5406  4.295    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 7.182 7.980 9.223 9.259 6.882 10.637 9.169 5.351 4.691 4.468
0.01471 0.00000 7.17609 0.6141047478 2.3304293156    0.614 -0.949  3.5433  4.300    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 7.142 7.921 9.144 9.181 6.831 10.560 9.090 5.318 4.655 4.434
0.01471 0.00000 7.17609 0.6499999762 2.3520355225    0.650 -0.905  3.5499  4.308    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 7.034 7.770 8.948 8.985 6.698 10.366 8.894 5.228 4.558 4.341
0.01471 0.00000 7.17609 0.6600315571 2.3575925827    0.660 -0.892  3.5523  4.311    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 7.000 7.720 8.881 8.918 6.656 10.302 8.827 5.201 4.528 4.314
0.01471 0.00000 7.17609 0.7000000477 2.3779268265    0.700 -0.835  3.5615  4.317    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.859 7.518 8.618 8.656 6.482 10.048 8.564 5.085 4.403 4.196
0.01471 0.00000 7.17609 0.7500000000 2.3998889923    0.750 -0.666  3.6216  4.417    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.96e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 6.435 6.745 7.523 7.564 5.888 8.912 7.471 4.813 4.126 3.992
0.01471 0.00000 7.17609 0.7788078189 2.4110805988    0.779 -0.634  3.6254  4.417    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 6.354 6.644 7.404 7.445 5.799 8.779 7.352 4.742 4.060 3.931
0.01471 0.00000 7.17609 0.8000000119 2.4187245369    0.800 -0.605  3.6285  4.412    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 6.282 6.555 7.300 7.341 5.719 8.663 7.247 4.677 3.999 3.873
0.01471 0.00000 7.17609 0.8500000238 2.4350347519    0.850 -0.539  3.6369  4.406    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -2.5e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 6.117 6.347 7.053 7.094 5.538 8.378 6.999 4.536 3.867 3.753
0.01471 0.00000 7.17609 0.8517091870 2.4355535507    0.851 -0.537  3.6372  4.406    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.51e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 6.111 6.340 7.044 7.085 5.531 8.367 6.989 4.531 3.863 3.749
0.01471 0.00000 7.17609 0.8999999762 2.4492788315    0.899 -0.466  3.6476  4.400    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.87e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.934 6.110 6.769 6.809 5.333 8.037 6.711 4.382 3.738 3.634
0.01471 0.00000 7.17609 0.9042134881 2.4503965378    0.904 -0.460  3.6485  4.400    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -2.9e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.919 6.090 6.745 6.786 5.316 8.008 6.687 4.370 3.728 3.625
0.01471 0.00000 7.17609 0.9499999881 2.4618122578    0.950 -0.377  3.6611  4.389    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.47e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.712 5.823 6.427 6.467 5.086 7.608 6.362 4.199 3.600 3.504
0.01471 0.00000 7.17609 0.9993447661 2.4727783203    1.000 -0.284  3.6762  4.378    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.23e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.479 5.530 6.080 6.119 4.834 7.161 6.006 4.012 3.465 3.378
0.01471 0.00000 7.17609 1.0000000000 2.4729156494    1.000 -0.282  3.6765  4.378    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.24e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.476 5.525 6.075 6.114 4.830 7.154 6.001 4.010 3.463 3.376
0.01471 0.00000 7.17609 1.0379569530 2.4805281162    1.038 -0.204  3.6895  4.368    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.76e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.279 5.285 5.794 5.832 4.624 6.793 5.712 3.854 3.349 3.268
0.01471 0.00000 7.17609 1.0499999523 2.4828116894    1.050 -0.177  3.6939  4.363    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.98e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.212 5.204 5.700 5.738 4.554 6.674 5.617 3.802 3.310 3.232
0.01471 0.00000 7.17609 1.0767908096 2.4876813889    1.076 -0.117  3.7037  4.353    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.46e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 5.061 5.027 5.496 5.532 4.401 6.413 5.409 3.685 3.223 3.150
0.01471 0.00000 7.17609 1.1000000238 2.4916803837    1.099 -0.062  3.7125  4.343    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.98e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.924 4.868 5.314 5.349 4.263 6.185 5.226 3.579 3.143 3.074
0.01471 0.00000 7.17609 1.1268652678 2.4960734844    1.126  0.005  3.7229  4.328    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.69e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.757 4.679 5.099 5.134 4.098 5.916 5.011 3.450 3.043 2.978
0.01471 0.00000 7.17609 1.1499999762 2.4996678829    1.149  0.067  3.7321  4.312    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.47e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.603 4.510 4.908 4.941 3.948 5.679 4.820 3.333 2.950 2.889
0.01471 0.00000 7.17609 1.1664959192 2.5021309853    1.166  0.112  3.7387  4.299    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -8.1e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.489 4.385 4.768 4.800 3.838 5.505 4.681 3.245 2.880 2.822
0.01471 0.00000 7.17609 1.1883497238 2.5052735806    1.188  0.176  3.7476  4.279    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.12e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.329 4.214 4.577 4.607 3.688 5.270 4.492 3.124 2.780 2.727
0.01471 0.00000 7.17609 1.2000000477 2.5068950653    1.200  0.212  3.7524  4.266    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.77e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.239 4.120 4.471 4.501 3.605 5.140 4.388 3.055 2.724 2.673
0.01471 0.00000 7.17609 1.2148600817 2.5089113712    1.214  0.260  3.7586  4.249    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.120 3.996 4.333 4.361 3.495 4.971 4.252 2.965 2.647 2.600
0.01471 0.00000 7.17609 1.2370417118 2.5118179321    1.237  0.334  3.7681  4.220    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.934 3.804 4.119 4.146 3.326 4.710 4.043 2.823 2.528 2.484
0.01471 0.00000 7.17609 1.2500000000 2.5134611130    1.250  0.379  3.7737  4.203    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.822 3.689 3.992 4.017 3.225 4.554 3.919 2.740 2.457 2.416
0.01471 0.00000 7.17609 1.2706774473 2.5160036087    1.271  0.450  3.7829  4.175    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.644 3.508 3.790 3.814 3.066 4.308 3.723 2.607 2.345 2.308
0.01471 0.00000 7.17609 1.2957944870 2.5189666748    1.296  0.528  3.7942  4.151    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.450 3.313 3.571 3.593 2.898 4.037 3.512 2.471 2.232 2.199
0.01471 0.00000 7.17609 1.2999999523 2.5194499493    1.300  0.539  3.7961  4.149    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.496e-03 -1.000 1.476e-02 3.422 3.286 3.540 3.561 2.876 3.998 3.482 2.453 2.218 2.185
0.01471 0.00000 7.17609 1.3184090853 2.5215237141    1.318  0.586  3.8045  4.142    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.95e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.496e-03 -1.000 1.476e-02 3.304 3.168 3.405 3.425 2.779 3.826 3.353 2.379 2.160 2.131
0.01471 0.00000 7.17609 1.3344380856 2.5232760906    1.335  0.621  3.8119  4.141    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.496e-03 -1.000 1.476e-02 3.216 3.082 3.305 3.323 2.711 3.695 3.257 2.331 2.127 2.100
0.01471 0.00000 7.17609 1.3499999046 2.5249314308    1.350  0.632  3.8172  4.157    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.153e-04 6.496e-03 -1.000 1.476e-02 3.190 3.056 3.270 3.287 2.697 3.642 3.225 2.331 2.138 2.112
0.01471 0.00000 7.17609 1.3610064983 2.5260760784    1.361  0.639  3.8212  4.170    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.152e-04 6.496e-03 -1.000 1.476e-02 3.174 3.041 3.248 3.265 2.691 3.606 3.205 2.336 2.151 2.125
0.01471 0.00000 7.17609 1.3837600946 2.5283761024    1.384  0.632  3.8271  4.207    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.152e-04 6.496e-03 -1.000 1.476e-02 3.189 3.058 3.255 3.272 2.721 3.595 3.216 2.382 2.208 2.184
0.01471 0.00000 7.17609 1.3999999762 2.5299651623    1.400  0.615  3.8291  4.237    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.152e-04 6.496e-03 -1.000 1.476e-02 3.232 3.102 3.296 3.312 2.770 3.630 3.258 2.435 2.265 2.242
0.01471 0.00000 7.17609 1.4013172388 2.5300922394    1.402  0.614  3.8292  4.240    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.152e-04 6.496e-03 -1.000 1.476e-02 3.236 3.106 3.300 3.316 2.774 3.634 3.262 2.440 2.270 2.247
0.01471 0.00000 7.17609 1.4208346605 2.5319428444    1.421  0.590  3.8298  4.272    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.152e-04 6.496e-03 -1.000 1.476e-02 3.295 3.166 3.359 3.375 2.834 3.692 3.321 2.502 2.332 2.309
0.01471 0.00000 7.17609 1.4500000477 2.5346016884    1.450  0.586  3.8306  4.288    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.107e-01 2.745e-01 2.619e-03 7.152e-04 6.496e-03 -1.000 1.475e-02 3.306 3.177 3.369 3.385 2.847 3.700 3.332 2.517 2.349 2.326
0.01471 0.00000 7.17609 1.4677900076 2.5361640453    1.468  0.594  3.8318  4.290    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.65e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.152e-04 6.496e-03 -1.000 1.475e-02 3.285 3.157 3.347 3.363 2.830 3.675 3.310 2.502 2.337 2.314
0.01471 0.00000 7.17609 1.4925489426 2.5382671356    1.493  0.635  3.8365  4.275    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.56e-14      0.00 7.107e-01 2.745e-01 2.619e-03 7.152e-04 6.496e-03 -1.000 1.475e-02 3.182 3.055 3.237 3.253 2.739 3.551 3.203 2.424 2.268 2.246
0.01471 0.00000 7.17609 1.5000000000 2.5388846397    1.500  0.648  3.8380  4.270    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.54e-14      0.00 7.108e-01 2.745e-01 2.619e-03 7.152e-04 6.496e-03 -1.000 1.475e-02 3.150 3.024 3.203 3.218 2.712 3.513 3.169 2.401 2.248 2.226
0.01471 0.00000 7.17609 1.5445232391 2.5424311161    1.544  0.728  3.8499  4.250    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.92e-14      0.00 7.108e-01 2.744e-01 2.619e-03 7.151e-04 6.495e-03 -1.000 1.476e-02 2.950 2.827 2.988 3.002 2.544 3.264 2.959 2.264 2.135 2.114
